Faction,Section,Unit,Composition,Points
CODEX: NECRONS,Detachment Enhancement,Nether-realm Casket,Awakened Dynasty,20
CODEX: NECRONS,Detachment Enhancement,Phasal Subjugator,Awakened Dynasty,35
CODEX: NECRONS,Detachment Enhancement,Veilof Darkness,Awakened Dynasty,20
CODEX: NECRONS,Detachment Enhancement,Autodivinator,Canoptek Court,15
CODEX: NECRONS,Detachment Enhancement,Dimensional Sanctum,Canoptek Court,20
CODEX: NECRONS,Detachment Enhancement,Hyperphasic Fulcrum,Canoptek Court,15
CODEX: NECRONS,Detachment Enhancement,Metalodermal Tesla Weave,Canoptek Court,10
CODEX: NECRONS,Detachment Enhancement,Atomic Disintegrators,Cryptek Conclave,10
CODEX: NECRONS,Detachment Enhancement,Gauntlet of Compression,Cryptek Conclave,20
CODEX: NECRONS,Detachment Enhancement,Gravitic Bolas,Cryptek Conclave,15
CODEX: NECRONS,Detachment Enhancement,Quantum Abacus,Cryptek Conclave,15
CODEX: NECRONS,Detachment Enhancement,Cursed Circlet,Cursed Legion,25
CODEX: NECRONS,Detachment Enhancement,Destroyer Ankh,Cursed Legion,20
CODEX: NECRONS,Detachment Enhancement,Mark of the Nekrosor,Cursed Legion,20
CODEX: NECRONS,Detachment Enhancement,Murdermind,Cursed Legion,15
CODEX: NECRONS,Detachment Enhancement,Arisen Tyrant,Hypercrypt Legion,25
CODEX: NECRONS,Detachment Enhancement,Dimensional Overseer,Hypercrypt Legion,25
CODEX: NECRONS,Detachment Enhancement,Hyperspatial Transfer Node,Hypercrypt Legion,15
CODEX: NECRONS,Detachment Enhancement,Osteoclave Fulcrum,Hypercrypt Legion,20
CODEX: NECRONS,Detachment Enhancement,Eternal Conqueror,Obeisance Phalanx,25
CODEX: NECRONS,Detachment Enhancement,Honourable Combatant,Obeisance Phalanx,10
CODEX: NECRONS,Detachment Enhancement,Unflinching Will,Obeisance Phalanx,20
CODEX: NECRONS,Detachment Enhancement,Warrior Noble,Obeisance Phalanx,15
CODEX: NECRONS,Detachment Enhancement,Animus Damper,Pantheon of Woe,35
CODEX: NECRONS,Detachment Enhancement,Reletavistic Tether,Pantheon of Woe,40
CODEX: NECRONS,Detachment Enhancement,Singularity Matrix,Pantheon of Woe,55
CODEX: NECRONS,Detachment Enhancement,Chrono-impedance Fields,Starshatter Arsenal,25
CODEX: NECRONS,Detachment Enhancement,Demanding Leader,Starshatter Arsenal,10
CODEX: NECRONS,Detachment Enhancement,Dread Majesty,Starshatter Arsenal,30
CODEX: NECRONS,Detachment Enhancement,Miniaturised Nebuloscope,Starshatter Arsenal,15
CODEX: ORKS,Regular,Battlewagon,1 model,160
CODEX: ORKS,Regular,Beast Snagga Boyz,10 models,95
CODEX: ORKS,Regular,Beast Snagga Boyz,20 models,190
CODEX: ORKS,Regular,Beastboss,1 model,80
CODEX: ORKS,Regular,Beastboss on Squigosaur,1 model,110
CODEX: ORKS,Regular,Big Mek,1 model,70
CODEX: ORKS,Regular,Big Mek in Mega Armour,1 model,90
CODEX: ORKS,Regular,Big Mek with Shokk Attack Gun,1 model,80
CODEX: ORKS,Regular,Big’ed Bossbunka,1 model,135
CODEX: ORKS,Regular,Blitza-bommer,1 model,115
CODEX: ORKS,Regular,Boomdakka Snazzwagon,1 model,70
CODEX: ORKS,Regular,Boss Snikrot,1 model,75
CODEX: ORKS,Regular,Boyz,10 models,80
CODEX: ORKS,Regular,Boyz,20 models,170
CODEX: ORKS,Regular,Breaka Boyz,6 models,140
CODEX: ORKS,Regular,Burna Boyz,1 Spanner and 4 Burna Boyz,60
CODEX: ORKS,Regular,Burna Boyz,2 Spanners and 8 Burna Boyz,120
CODEX: ORKS,Regular,Burna-bommer,1 model,125
CODEX: ORKS,Regular,Dakkajet,1 model,135
CODEX: ORKS,Regular,Deff Dread,1 model,120
CODEX: ORKS,Regular,Deffkilla Wartrike,1 model,80
CODEX: ORKS,Regular,Deffkoptas,3 models,80
CODEX: ORKS,Regular,Deffkoptas,6 models,160
CODEX: ORKS,Regular,Flash Gitz,5 models,80
CODEX: ORKS,Regular,Flash Gitz,10 models,160
CODEX: ORKS,Regular,Ghazghkull Thraka,2 models,235
CODEX: ORKS,Regular,Gorkanaut,1 model,265
CODEX: ORKS,Regular,Gretchin,11 models,40
CODEX: ORKS,Regular,Gretchin,22 models,80
CODEX: ORKS,Regular,Hunta Rig,1 model,135
CODEX: ORKS,Regular,Kill Rig,1 model,155
CODEX: ORKS,Regular,Killa Kans,3 models,125
CODEX: ORKS,Regular,Killa Kans,6 models,250
CODEX: ORKS,Regular,Kommandos,10 models,120
CODEX: ORKS,Regular,Kustom Boosta-blasta,1 model,70
CODEX: ORKS,Regular,Lootas,1 Spanner and 4 Lootas,50
CODEX: ORKS,Regular,Lootas,2 Spanners and 8 Lootas,100
CODEX: ORKS,Regular,Meganobz,2 models,65
CODEX: ORKS,Regular,Meganobz,3 models,95
CODEX: ORKS,Regular,Meganobz,5 models,160
CODEX: ORKS,Regular,Meganobz,6 models,190
CODEX: ORKS,Regular,Megatrakk Scrapjet,1 model,75
CODEX: ORKS,Regular,Mek,1 model,45
CODEX: ORKS,Regular,Mek Gunz,1 model,50
CODEX: ORKS,Regular,Mek Gunz,2 models,100
CODEX: ORKS,Regular,Mek Gunz,3 models,150
CODEX: ORKS,Regular,Morkanaut,1 model,280
CODEX: ORKS,Regular,Mozrog Skragbad,1 model,145
CODEX: ORKS,Regular,Nobz,5 models,105
CODEX: ORKS,Regular,Nobz,10 models,210
CODEX: ORKS,Regular,Painboss,1 model,70
CODEX: ORKS,Regular,Painboy,1 model,80
CODEX: ORKS,Regular,Rukkatrukk Squigbuggy,1 model,95
CODEX: ORKS,Regular,Shokkjump Dragsta,1 model,70
CODEX: ORKS,Regular,Squighog Boyz,4 models,150
CODEX: ORKS,Regular,Squighog Boyz,8 models,300
CODEX: ORKS,Regular,Stompa,1 model,800
CODEX: ORKS,Regular,Stormboyz,5 models,65
CODEX: ORKS,Regular,Stormboyz,10 models,130
CODEX: ORKS,Regular,Tankbustas,6 models,140
CODEX: ORKS,Regular,Trukk,1 model,70
CODEX: ORKS,Regular,Warbikers,3 models,65
CODEX: ORKS,Regular,Warbikers,6 models,130
CODEX: ORKS,Regular,Warboss,1 model,75
CODEX: ORKS,Regular,Warboss in Mega Armour,1 model,80
CODEX: ORKS,Regular,Wazbom Blastajet,1 model,175
CODEX: ORKS,Regular,Weirdboy,1 model,65
CODEX: ORKS,Regular,Wurrboy,1 model,60
CODEX: ORKS,Regular,Zodgrod Wortsnagga,1 model,90
CODEX: ORKS,Forge World,Gargantuan Squiggoth,1 model,440
CODEX: ORKS,Detachment Enhancement,Big Gob,Bully Boyz,20
CODEX: ORKS,Detachment Enhancement,Da Biggest Boss,Bully Boyz,15
CODEX: ORKS,Detachment Enhancement,’Eadstompa,Bully Boyz,10
CODEX: ORKS,Detachment Enhancement,Tellyporta,Bully Boyz,25
CODEX: ORKS,Detachment Enhancement,Glory Hog,Da Big Hunt,30
CODEX: ORKS,Detachment Enhancement,Proper Killy,Da Big Hunt,15
CODEX: ORKS,Detachment Enhancement,Skrag Every Stash!,Da Big Hunt,25
CODEX: ORKS,Detachment Enhancement,Surly as a Squiggoth,Da Big Hunt,20
CODEX: ORKS,Detachment Enhancement,Gitflnder Googlez,Dread Mob,10
CODEX: ORKS,Detachment Enhancement,Press It Fasta!,Dread Mob,35
CODEX: ORKS,Detachment Enhancement,Smoky Gubbinz,Dread Mob,15
CODEX: ORKS,Detachment Enhancement,Supa-glowy Fing,Dread Mob,20
CODEX: ORKS,Detachment Enhancement,Bionik Workshop,Freebooter Krew,15
CODEX: ORKS,Detachment Enhancement,Da Kaptin,Freebooter Krew,10
CODEX: ORKS,Detachment Enhancement,Git-spotter Squig,Freebooter Krew,20
CODEX: ORKS,Detachment Enhancement,Razgit’s Magik Map,Freebooter Krew,25
CODEX: ORKS,Detachment Enhancement,Bloodthirsty Belligerence,Green Tide,15
CODEX: ORKS,Detachment Enhancement,Brutal But Kunnin’,Green Tide,25
CODEX: ORKS,Detachment Enhancement,Ferocious Show Ofi,Green Tide,10
CODEX: ORKS,Detachment Enhancement,Raucous Warcaller,Green Tide,20
CODEX: ORKS,Detachment Enhancement,Fasta Than Yooz,Kult of Speed,35
CODEX: ORKS,Detachment Enhancement,Speed MakesRight,Kult of Speed,25
CODEX: ORKS,Detachment Enhancement,Squig-hide Tyres,Kult of Speed,15
CODEX: ORKS,Detachment Enhancement,Wazblasta,Kult of Speed,10
CODEX: ORKS,Detachment Enhancement,Da Gobshot Thunderbuss,More Dakka!,15
CODEX: ORKS,Detachment Enhancement,Dead Shiny Shootas,More Dakka!,35
CODEX: ORKS,Detachment Enhancement,Targetin’ Squigs,More Dakka!,15
CODEX: ORKS,Detachment Enhancement,Zog Ofi and Eat Dakka!,More Dakka!,10
CODEX: ORKS,Detachment Enhancement,Gob Boomer,Taktikal Brigade,10
CODEX: ORKS,Detachment Enhancement,Mork’s Kunnin’,Taktikal Brigade,15
CODEX: ORKS,Detachment Enhancement,Skwad Leader,Taktikal Brigade,15
CODEX: ORKS,Detachment Enhancement,Follow Me Ladz,War Horde,25
CODEX: ORKS,Detachment Enhancement,Headwoppa’s Killchoppa,War Horde,20
CODEX: ORKS,Detachment Enhancement,Kunnin’ But Brutal,War Horde,15
CODEX: ORKS,Detachment Enhancement,Supa-Cybork Body,War Horde,15
CODEX: SPACE MARINES,Regular,Adrax Agatone,1 model,85
CODEX: SPACE MARINES,Regular,Aethon Shaan,1 model,110
CODEX: SPACE MARINES,Regular,Aggressor Squad,3 models,95
CODEX: SPACE MARINES,Regular,Aggressor Squad,6 models,190
CODEX: SPACE MARINES,Regular,Ancient,1 model,50
CODEX: SPACE MARINES,Regular,Ancient in Terminator Armour,1 model,75
CODEX: SPACE MARINES,Regular,Apothecary,1 model,50
CODEX: SPACE MARINES,Regular,Apothecary Biologis,1 model,70
CODEX: SPACE MARINES,Regular,Assault Intercessor Squad,5 models,75
CODEX: SPACE MARINES,Regular,Assault Intercessor Squad,10 models,150
CODEX: SPACE MARINES,Regular,Assault Intercessors with Jump Packs,5 models,90
CODEX: SPACE MARINES,Regular,Assault Intercessors with Jump Packs,10 models,170
CODEX: SPACE MARINES,Regular,Ballistus Dreadnought,1 model,150
CODEX: SPACE MARINES,Regular,Bladeguard Ancient,1 model,45
CODEX: SPACE MARINES,Regular,Bladeguard Veteran Squad,3 models,80
CODEX: SPACE MARINES,Regular,Bladeguard Veteran Squad,6 models,170
CODEX: SPACE MARINES,Regular,Brutalis Dreadnought,1 model,160
CODEX: SPACE MARINES,Regular,Caanok Var,1 model,100
CODEX: SPACE MARINES,Regular,Captain,1 model,80
CODEX: SPACE MARINES,Regular,Captain in Gravis Armour,1 model,80
CODEX: SPACE MARINES,Regular,Captain in Phobos Armour,1 model,70
CODEX: SPACE MARINES,Regular,Captain in Terminator Armour,1 model,95
CODEX: SPACE MARINES,Regular,Captain Titus,1 model,90
CODEX: SPACE MARINES,Regular,Captain with Jump Pack,1 model,75
CODEX: SPACE MARINES,Regular,Cato Sicarius,1 model,95
CODEX: SPACE MARINES,Regular,Centurion Assault Squad,3 models,150
CODEX: SPACE MARINES,Regular,Centurion Assault Squad,6 models,300
CODEX: SPACE MARINES,Regular,Centurion Devastator Squad,3 models,175
CODEX: SPACE MARINES,Regular,Centurion Devastator Squad,6 models,350
CODEX: SPACE MARINES,Regular,Chaplain,1 model,60
CODEX: SPACE MARINES,Regular,Chaplain in Terminator Armour,1 model,75
CODEX: SPACE MARINES,Regular,Chaplain on Bike,1 model,75
CODEX: SPACE MARINES,Regular,Chaplain with Jump Pack,1 model,75
CODEX: SPACE MARINES,Regular,Chief Librarian Tigurius,1 model,75
CODEX: SPACE MARINES,Regular,Company Heroes,4 models,105
CODEX: SPACE MARINES,Regular,Darnath Lysander,1 model,100
CODEX: SPACE MARINES,Regular,Desolation Squad,5 models,200
CODEX: SPACE MARINES,Regular,Devastator Squad,5 models,120
CODEX: SPACE MARINES,Regular,Devastator Squad,10 models,200
CODEX: SPACE MARINES,Regular,Dreadnought,1 model,135
CODEX: SPACE MARINES,Regular,Drop Pod,1 model,70
CODEX: SPACE MARINES,Regular,Eliminator Squad,3 models,85
CODEX: SPACE MARINES,Regular,Eradicator Squad,3 models,90
CODEX: SPACE MARINES,Regular,Eradicator Squad,6 models,180
CODEX: SPACE MARINES,Regular,Firestrike Servo-turrets,1 model,75
CODEX: SPACE MARINES,Regular,Firestrike Servo-turrets,2 models,150
CODEX: SPACE MARINES,Regular,Gladiator Lancer,1 model,160
CODEX: SPACE MARINES,Regular,Gladiator Reaper,1 model,160
CODEX: SPACE MARINES,Regular,Gladiator Valiant,1 model,150
CODEX: SPACE MARINES,Regular,Hammerfall Bunker,1 model,175
CODEX: SPACE MARINES,Regular,Heavy Intercessor Squad,5 models,100
CODEX: SPACE MARINES,Regular,Heavy Intercessor Squad,10 models,200
CODEX: SPACE MARINES,Regular,Hellblaster Squad,5 models,110
CODEX: SPACE MARINES,Regular,Hellblaster Squad,10 models,220
CODEX: SPACE MARINES,Regular,Impulsor,1 model,80
CODEX: SPACE MARINES,Regular,Inceptor Squad,3 models,120
CODEX: SPACE MARINES,Regular,Inceptor Squad,6 models,240
CODEX: SPACE MARINES,Regular,Incursor Squad,5 models,80
CODEX: SPACE MARINES,Regular,Incursor Squad,10 models,160
CODEX: SPACE MARINES,Regular,Infernus Squad,5 models,90
CODEX: SPACE MARINES,Regular,Infernus Squad,10 models,180
CODEX: SPACE MARINES,Regular,Infiltrator Squad,5 models,100
CODEX: SPACE MARINES,Regular,Infiltrator Squad,10 models,200
CODEX: SPACE MARINES,Regular,Intercessor Squad,5 models,80
CODEX: SPACE MARINES,Regular,Intercessor Squad,10 models,160
CODEX: SPACE MARINES,Regular,Invader ATV,1 model,60
CODEX: SPACE MARINES,Regular,Invictor Tactical Warsuit,1 model,125
CODEX: SPACE MARINES,Regular,Iron Father Feirros,1 model,95
CODEX: SPACE MARINES,Regular,Judiciar,1 model,70
CODEX: SPACE MARINES,Regular,Kayvaan Shrike,1 model,100
CODEX: SPACE MARINES,Regular,Kor’sarro Khan,1 model,60
CODEX: SPACE MARINES,Regular,Land Raider,1 model,220
CODEX: SPACE MARINES,Regular,Land Raider Crusader,1 model,220
CODEX: SPACE MARINES,Regular,Land Raider Redeemer,1 model,270
CODEX: SPACE MARINES,Regular,Librarian,1 model,65
CODEX: SPACE MARINES,Regular,Librarian in Phobos Armour,1 model,70
CODEX: SPACE MARINES,Regular,Librarian in Terminator Armour,1 model,75
CODEX: SPACE MARINES,Regular,Lieutenant,1 model,55
CODEX: SPACE MARINES,Regular,Lieutenant in Phobos Armour,1 model,55
CODEX: SPACE MARINES,Regular,Lieutenant in Reiver Armour,1 model,55
CODEX: SPACE MARINES,Regular,Lieutenant with Combi-weapon,1 model,85
CODEX: SPACE MARINES,Regular,Marneus Calgar in Armour of Antilochus,1 model,140
CODEX: SPACE MARINES,Regular,Outrider Squad,3 models,80
CODEX: SPACE MARINES,Regular,Outrider Squad,6 models,160
CODEX: SPACE MARINES,Regular,Pedro Kantor,1 model,90
CODEX: SPACE MARINES,Regular,Predator Annihilator,1 model,135
CODEX: SPACE MARINES,Regular,Predator Destructor,1 model,140
CODEX: SPACE MARINES,Regular,Razorback,1 model,95
CODEX: SPACE MARINES,Regular,Redemptor Dreadnought,1 model,205
CODEX: SPACE MARINES,Regular,Reiver Squad,5 models,80
CODEX: SPACE MARINES,Regular,Reiver Squad,10 models,160
CODEX: SPACE MARINES,Regular,Repulsor,1 model,180
CODEX: SPACE MARINES,Regular,Repulsor Executioner,1 model,230
CODEX: SPACE MARINES,Regular,Rhino,1 model,75
CODEX: SPACE MARINES,Regular,Roboute Guilliman,1 model,340
CODEX: SPACE MARINES,Regular,Scout Squad,5 models,70
CODEX: SPACE MARINES,Regular,Scout Squad,10 models,140
CODEX: SPACE MARINES,Regular,Sternguard Veteran Squad,5 models,100
CODEX: SPACE MARINES,Regular,Sternguard Veteran Squad,10 models,200
CODEX: SPACE MARINES,Regular,Storm Speeder Hailstrike,1 model,115
CODEX: SPACE MARINES,Regular,Storm Speeder Hammerstrike,1 model,125
CODEX: SPACE MARINES,Regular,Storm Speeder Thunderstrike,1 model,135
CODEX: SPACE MARINES,Regular,Stormhawk Interceptor,1 model,155
CODEX: SPACE MARINES,Regular,Stormraven Gunship,1 model,280
CODEX: SPACE MARINES,Regular,Stormtalon Gunship,1 model,165
CODEX: SPACE MARINES,Regular,Suboden Khan,1 model,115
CODEX: SPACE MARINES,Regular,Suppressor Squad,3 models,75
CODEX: SPACE MARINES,Regular,Tactical Squad,10 models,140
CODEX: SPACE MARINES,Regular,Techmarine,1 model,55
CODEX: SPACE MARINES,Regular,Terminator Assault Squad,5 models,180
CODEX: SPACE MARINES,Regular,Terminator Assault Squad,10 models,360
CODEX: SPACE MARINES,Regular,Terminator Squad,5 models,170
CODEX: SPACE MARINES,Regular,Terminator Squad,10 models,340
CODEX: SPACE MARINES,Regular,Tor Garadon,1 model,90
CODEX: SPACE MARINES,Regular,Uriel Ventris,1 model,95
CODEX: SPACE MARINES,Regular,Vanguard Veteran Squad with Jump Packs,5 models,100
CODEX: SPACE MARINES,Regular,Vanguard Veteran Squad with Jump Packs,10 models,200
CODEX: SPACE MARINES,Regular,Victrix Honour Guard,3 models,110
CODEX: SPACE MARINES,Regular,Victrix Honour Guard,6 models,220
CODEX: SPACE MARINES,Regular,Vindicator,1 model,185
CODEX: SPACE MARINES,Regular,Vulkan He’stan,1 model,100
CODEX: SPACE MARINES,Regular,Wardens of Ultramar,6 models,105
CODEX: SPACE MARINES,Regular,Whirlwind,1 model,190
CODEX: SPACE MARINES,Forge World,Astraeus,1 model,525
CODEX: SPACE MARINES,Forge World,Thunderhawk Gunship,1 model,840
CODEX: SPACE MARINES,Detachment Enhancement,1st Company Task Force Fear Made Manifest,,30
CODEX: SPACE MARINES,Detachment Enhancement,Iron Resolve,,15
CODEX: SPACE MARINES,Detachment Enhancement,Rites of War,,10
CODEX: SPACE MARINES,Detachment Enhancement,The Imperium’s Sword,,25
CODEX: SPACE MARINES,Detachment Enhancement,Architect of War,Anvil Siege Force,25
CODEX: SPACE MARINES,Detachment Enhancement,Fleet Commander,Anvil Siege Force,15
CODEX: SPACE MARINES,Detachment Enhancement,Indomitable Fury,Anvil Siege Force,20
CODEX: SPACE MARINES,Detachment Enhancement,Stoic Defender,Anvil Siege Force,15
CODEX: SPACE MARINES,Detachment Enhancement,Blades of Valour,Bastion Task Force,15
CODEX: SPACE MARINES,Detachment Enhancement,Bombast Omnivox,Bastion Task Force,15
CODEX: SPACE MARINES,Detachment Enhancement,Eye of the Primarch,Bastion Task Force,10
CODEX: SPACE MARINES,Detachment Enhancement,Hero of the Chapter,Bastion Task Force,20
CODEX: SPACE MARINES,Detachment Enhancement,Armour of Antoninus,Blade of Ultramar,10
CODEX: SPACE MARINES,Detachment Enhancement,Oath of Macragge,Blade of Ultramar,15
CODEX: SPACE MARINES,Detachment Enhancement,Student of the Codex,Blade of Ultramar,20
CODEX: SPACE MARINES,Detachment Enhancement,Veteran of Behemoth,Blade of Ultramar,25
CODEX: SPACE MARINES,Detachment Enhancement,Champion of the Feast,Emperor’s Shield,25
CODEX: SPACE MARINES,Detachment Enhancement,Disciple of Rhetoricus,Emperor’s Shield,10
CODEX: SPACE MARINES,Detachment Enhancement,Indomitable Champion,Emperor’s Shield,20
CODEX: SPACE MARINES,Detachment Enhancement,Malodraxian Standard,Emperor’s Shield,20
CODEX: SPACE MARINES,Detachment Enhancement,Adamantine Mantle,Firestorm Assault Force,20
CODEX: SPACE MARINES,Detachment Enhancement,Champion of Humanity,Firestorm Assault Force,10
CODEX: SPACE MARINES,Detachment Enhancement,Forged in Battle,Firestorm Assault Force,15
CODEX: SPACE MARINES,Detachment Enhancement,War-tempered Artiflce,Firestorm Assault Force,25
CODEX: SPACE MARINES,Detachment Enhancement,Adamantine Mantle,Forgefather’s Seekers,20
CODEX: SPACE MARINES,Detachment Enhancement,Forged in Battle,Forgefather’s Seekers,15
CODEX: SPACE MARINES,Detachment Enhancement,Immolator,Forgefather’s Seekers,10
CODEX: SPACE MARINES,Detachment Enhancement,War-tempered Artiflce,Forgefather’s Seekers,25
CODEX: SPACE MARINES,Detachment Enhancement,Adept of the Codex,Gladius Task Force,20
CODEX: SPACE MARINES,Detachment Enhancement,Artiflcer Armour,Gladius Task Force,10
CODEX: SPACE MARINES,Detachment Enhancement,Fire Discipline,Gladius Task Force,25
CODEX: SPACE MARINES,Detachment Enhancement,The Honour Vehement,Gladius Task Force,15
CODEX: SPACE MARINES,Detachment Enhancement,Iron Laurel,Hammer of Avernii,10
CODEX: SPACE MARINES,Detachment Enhancement,Medusan Roar,Hammer of Avernii,30
CODEX: SPACE MARINES,Detachment Enhancement,Spiritus Ferrum,Hammer of Avernii,25
CODEX: SPACE MARINES,Detachment Enhancement,Steel Font,Hammer of Avernii,15
CODEX: SPACE MARINES,Detachment Enhancement,Adept of the Omnissiah,Ironstorm Spearhead,35
CODEX: SPACE MARINES,Detachment Enhancement,Master of Machine War,Ironstorm Spearhead,20
CODEX: SPACE MARINES,Detachment Enhancement,Target Augury Web,Ironstorm Spearhead,30
CODEX: SPACE MARINES,Detachment Enhancement,The Flesh is Weak,Ironstorm Spearhead,10
CODEX: SPACE MARINES,Detachment Enhancement,Celerity,Librarius Conclave,30
CODEX: SPACE MARINES,Detachment Enhancement,Fusillade,Librarius Conclave,35
CODEX: SPACE MARINES,Detachment Enhancement,Obfuscation,Librarius Conclave,20
CODEX: SPACE MARINES,Detachment Enhancement,Prescience,Librarius Conclave,25
CODEX: SPACE MARINES,Detachment Enhancement,Dedicated Gunship,Orbital Assault Force,15
CODEX: SPACE MARINES,Detachment Enhancement,Laurels of Thunder,Orbital Assault Force,15
CODEX: SPACE MARINES,Detachment Enhancement,Orbital Uplink Reliquary,Orbital Assault Force,25
CODEX: SPACE MARINES,Detachment Enhancement,Veteran of the Vanguard,Orbital Assault Force,20
CODEX: SPACE MARINES,Detachment Enhancement,Avenging Avatar,Reclamation Force,10
CODEX: SPACE MARINES,Detachment Enhancement,Liberatum,Reclamation Force,25
CODEX: SPACE MARINES,Detachment Enhancement,Scroll of Proclamation,Reclamation Force,15
CODEX: SPACE MARINES,Detachment Enhancement,Seals of Reconquest,Reclamation Force,20
CODEX: SPACE MARINES,Detachment Enhancement,Blackwing Shroud,Shadowmark Talon,25
CODEX: SPACE MARINES,Detachment Enhancement,Coronal Susurrant,Shadowmark Talon,30
CODEX: SPACE MARINES,Detachment Enhancement,Hunter’s Instincts,Shadowmark Talon,25
CODEX: SPACE MARINES,Detachment Enhancement,Umbral Raptor,Shadowmark Talon,15
CODEX: SPACE MARINES,Detachment Enhancement,Chogorian Huntmaster,Spearpoint Task Force,25
CODEX: SPACE MARINES,Detachment Enhancement,Hunter’s Eye,Spearpoint Task Force,20
CODEX: SPACE MARINES,Detachment Enhancement,Spearpoint Paragon,Spearpoint Task Force,25
CODEX: SPACE MARINES,Detachment Enhancement,Stormseers’ Wisdom,Spearpoint Task Force,15
CODEX: SPACE MARINES,Detachment Enhancement,Fury of the Storm,Stormlance Task Force,25
CODEX: SPACE MARINES,Detachment Enhancement,Hunter’s Instincts,Stormlance Task Force,25
CODEX: SPACE MARINES,Detachment Enhancement,Portents of Wisdom,Stormlance Task Force,15
CODEX: SPACE MARINES,Detachment Enhancement,Execute and Redeploy,Vanguard Spearhead,20
CODEX: SPACE MARINES,Detachment Enhancement,Ghostweave Cloak,Vanguard Spearhead,15
CODEX: SPACE MARINES,Detachment Enhancement,Shadow War Veteran,Vanguard Spearhead,30
CODEX: SPACE MARINES,Detachment Enhancement,The Blade Driven Deep,Vanguard Spearhead,25
CODEX: SPACE WOLVES,Regular,Arjac Rockfist,1 model,105
CODEX: SPACE WOLVES,Regular,Bjorn the Fell-Handed,1 model,160
CODEX: SPACE WOLVES,Regular,Blood Claws,10 models,135
CODEX: SPACE WOLVES,Regular,Blood Claws,20 models,285
CODEX: SPACE WOLVES,Regular,Fenrisian Wolves,5 models,40
CODEX: SPACE WOLVES,Regular,Fenrisian Wolves,10 models,80
CODEX: SPACE WOLVES,Regular,Grey Hunters,10 models,165
CODEX: SPACE WOLVES,Regular,IronPriest,1 model,55
CODEX: SPACE WOLVES,Regular,Logan Grimnar,1 model,110
CODEX: SPACE WOLVES,Regular,Murderfang,1 model,150
CODEX: SPACE WOLVES,Regular,Njal Stormcaller,1 model,85
CODEX: SPACE WOLVES,Regular,Ragnar Blackmane,1 model,100
CODEX: SPACE WOLVES,Regular,Thunderwolf Cavalry,3 models,115
CODEX: SPACE WOLVES,Regular,Thunderwolf Cavalry,6 models,230
CODEX: SPACE WOLVES,Regular,Ulrik the Slayer,1 model,70
CODEX: SPACE WOLVES,Regular,Venerable Dreadnought,1 model,130
CODEX: SPACE WOLVES,Regular,Wolf Guard Battle Leader,1 model,65
CODEX: SPACE WOLVES,Regular,Wolf Guard Headtakers,3 Wolf Guard Headtakers,85
CODEX: SPACE WOLVES,Regular,Wolf Guard Headtakers,3 Wolf Guard Headtakers and 3 Hunting Wolves,110
CODEX: SPACE WOLVES,Regular,Wolf Guard Headtakers,6 Wolf Guard Headtakers,170
CODEX: SPACE WOLVES,Regular,Wolf Guard Headtakers,6 Wolf Guard Headtakers and 6 Hunting Wolves,220
CODEX: SPACE WOLVES,Regular,Wolf Guard Terminators,5 models,170
CODEX: SPACE WOLVES,Regular,Wolf Guard Terminators,10 models,340
CODEX: SPACE WOLVES,Regular,Wolf Priest,1 model,70
CODEX: SPACE WOLVES,Regular,Wolf Scouts,6 models,105
CODEX: SPACE WOLVES,Regular,Wolf Scouts,12 models,210
CODEX: SPACE WOLVES,Regular,Wulfen,5 models,85
CODEX: SPACE WOLVES,Regular,Wulfen,10 models,170
CODEX: SPACE WOLVES,Regular,Wulfen Dreadnought,1 model,135
CODEX: SPACE WOLVES,Regular,Wulfen with Storm Shields,5 models,100
CODEX: SPACE WOLVES,Regular,Wulfen with Storm Shields,10 models,200
CODEX: SPACE WOLVES,Detachment Enhancement,Fangrune Pendant,Champions of Fenris,15
CODEX: SPACE WOLVES,Detachment Enhancement,Foes’ Fate,Champions of Fenris,15
CODEX: SPACE WOLVES,Detachment Enhancement,Longstrider,Champions of Fenris,20
CODEX: SPACE WOLVES,Detachment Enhancement,Wolves’ Wisdom,Champions of Fenris,30
CODEX: SPACE WOLVES,Detachment Enhancement,Elder’s Guidance,Saga of the Beastslayer,20
CODEX: SPACE WOLVES,Detachment Enhancement,Helm of the Beastslayer,Saga of the Beastslayer,15
CODEX: SPACE WOLVES,Detachment Enhancement,Hunter’s Guile,Saga of the Beastslayer,20
CODEX: SPACE WOLVES,Detachment Enhancement,Wolf-touched,Saga of the Beastslayer,15
CODEX: SPACE WOLVES,Detachment Enhancement,Braggart’s Steel,Saga of the Bold,20
CODEX: SPACE WOLVES,Detachment Enhancement,Hordeslayer,Saga of the Bold,15
CODEX: SPACE WOLVES,Detachment Enhancement,Skjald,Saga of the Bold,15
CODEX: SPACE WOLVES,Detachment Enhancement,Thunderwolf’s Fortitude,Saga of the Bold,25
CODEX: SPACE WOLVES,Detachment Enhancement,Chariots of the Storm,Saga of the Great Wolf,25
CODEX: SPACE WOLVES,Detachment Enhancement,Grimnar’s Mark,Saga of the Great Wolf,20
CODEX: SPACE WOLVES,Detachment Enhancement,Howlmaw,Saga of the Great Wolf,15
CODEX: SPACE WOLVES,Detachment Enhancement,Skjald’s Foretelling,Saga of the Great Wolf,25
CODEX: SPACE WOLVES,Detachment Enhancement,Fenrisian Grit,Saga of the Hunter,15
